Adresa;GPS lat;GPS lon;Městská část;vyska;0.001;0.005;0.01;avgtemp;difftemp
Luční 23;49.2162144;16.5763828;Žabovřesky;226.9;0.04791715290651512;0.008883521475726042;0.06766563330294131;11.176575953259642;-0.5609646926658005
Luční 25;49.21601810000001;16.5765489;Žabovřesky;227.0;0.061899659388524826;0.01015689202304371;0.06709939213189334;12.197164770106387;0.45962412418094445
Luční 26;49.2160525;16.5722719;Žabovřesky;221.4;0.0;0.031001656219902606;0.0775299652262326;10.45629097147061;-1.2812496744548323
Luční 27;49.2154917;16.5767961;Žabovřesky;225.5;0.046897558996735374;0.015507749336393262;0.06622725106117859;10.893185663744124;-0.8443549821813185
Luční 28;49.2157817;16.5722247;Žabovřesky;220.2;0.0;0.029469815442185524;0.07366535476122332;12.128867626674936;0.39132698074949346
Luční 30;49.2155172;16.5719925;Žabovřesky;219.0;0.0;0.02911621120151509;0.07082060631481993;11.305031736872518;-0.43250890905292394
Luční 32;49.2154594;16.572993099999998;Žabovřesky;219.1;0.0;0.0168657402034646;0.07074836757935825;11.386677454153117;-0.3508631917723246
Luční 66;49.215149200000006;16.575955;Žabovřesky;222.3;0.0025974693412365605;0.015532810523317484;0.06959759452957437;11.30876218304852;-0.428778462876922
Luční 68;49.2149106;16.575747800000002;Žabovřesky;221.6;0.0;0.01627424554854201;0.06985680705454753;11.51130707389325;-0.22623357203219285
Malinovského náměstí 2;49.1942492;16.6067142;Střed;224.3;0.0;0.13736444092023126;0.0975089893772592;11.536423841059598;-0.20111680486584405
Masarova 11;49.2051661;16.6754614;Líšeň;287.4;0.1314840305026989;0.05947379942469627;0.029895999139400782;12.241867556911457;0.5043269109860145
Masarykova 19;49.1929078;16.6102244;Střed;221.8;0.0;0.06732701875059224;0.08294523254041428;12.871654709468867;1.134114063543425
Merhautova 222;49.2182519;16.619397199999998;Černá Pole;249.9;0.7095511015225234;0.15324960172072166;0.17688375977058465;12.006386398404295;0.26884575247885323
Mikulčická 18;49.1804358;16.6909922;Slatina;275.2;0.0;0.0008299204266785247;0.003939137111244248;12.320544249801994;0.583003603876552
Mikulovská 2a;49.2054556;16.6639481;Vinohrady;286.9;0.0;0.02473904214244451;0.1142649963176744;13.75082411770345;2.013283471778008
Milénova 14;49.2264528;16.6252517;Lesná;278.8;0.7227322993141964;0.5708861382528405;0.394316443828914;14.541501836050744;2.8039611901253014
Moldavská 3a;49.1687661;16.585098600000002;Bohunice;254.7;5.62489388212702e-05;0.1776431944575135;0.10741119453107632;12.063967046894785;0.3264264009693427
Mozolky 48;49.2158964;16.5759903;Žabovřesky;224.0;0.0;0.010740158788202258;0.06910490671207169;12.09654456302284;0.35900391709739843
Mozolky 49;49.21606720000001;16.5750894;Žabovřesky;222.3;0.0;0.010795085671842113;0.07084920264916619;11.959825638459813;0.22228499253437128
Mozolky 50;49.2160939;16.575829199999998;Žabovřesky;224.1;0.0;0.00939040217951272;0.06950074356028701;11.138425436149962;-0.5991152097754799
Mozolky 51;49.2162683;16.5752519;Žabovřesky;224.0;0.0;0.009434213093808687;0.07037243711446195;11.760919186281544;0.023378540356102206
Mozolky 52;49.2164467;16.576034699999994;Žabovřesky;226.1;0.00036079241672108464;0.008237175820727945;0.06868611132299438;11.166550609779645;-0.5709900361457976
Mozolky 53;49.2165183;16.575457800000002;Žabovřesky;225.7;0.0;0.007902887240531863;0.06938585444777967;11.913693728357012;0.17615308243157024
Mozolky 55;49.2167097;16.5752931;Žabovřesky;226.8;0.0;0.008073704315092736;0.06930008337523498;12.074633498788048;0.3370928528626056
Mozolky 57;49.2169081;16.5754628;Žabovřesky;228.4;0.0;0.007604476939613492;0.06913768652346987;11.453355013758745;-0.2841856321666967
Mozolky 59;49.2171708;16.5752897;Žabovřesky;229.7;0.01023753434929424;0.007487351675611919;0.07066589232071784;11.71623056795454;-0.02131007797090234
Mozolky 61;49.2173608;16.5754644;Žabovřesky;231.3;0.02655598237480253;0.0072656064500688546;0.07101794050335285;10.884738747064006;-0.8528018988614363
Nadační 1;49.2453928;16.570404999999994;Medlánky;263.3;0.0;0.04314413493539505;0.032486143332671163;11.179300842592435;-0.5582398033330076
Nadační 2;49.2444925;16.5709364;Medlánky;258.3;0.0;0.05480447433467317;0.038299137059235114;10.81476224022533;-0.9227784057001127
Nadační 3;49.2456725;16.570790300000002;Medlánky;266.0;0.0;0.04259609666887761;0.033723913822071475;11.093904765269055;-0.6436358806563867
Nadační 5;49.2417275;16.581244199999997;Medlánky;266.9;0.0;0.03225736592707948;0.07349581228415046;12.555605879036039;0.8180652331105964
náměstí SNP 18a;49.21626060000001;16.616097500000002;Černá Pole;249.0;0.43927729725762604;0.1270622129729104;0.1179533535924258;11.297307400130292;-0.44023324579515055
náměstí Svornosti 1;49.2139703;16.5816739;Žabovřesky;237.4;0.0;0.0249601764283837;0.0512236927661642;11.70799707939445;-0.029543566530991328
náměstí Svornosti 2;49.2141606;16.5818406;Žabovřesky;238.5;0.0;0.02317743067941184;0.04863923066868649;12.260999135363743;0.5234584894383012
náměstí Svornosti 3;49.2143625;16.5816767;Žabovřesky;238.5;0.0;0.02212471018368871;0.046408941279650895;11.19934095494294;-0.538199690982502
náměstí Svornosti 4;49.2145556;16.5818397;Žabovřesky;239.7;0.0;0.02061867145330093;0.04441501385454448;10.721523000653391;-1.0160176452720506
náměstí Svornosti 5;49.2147539;16.5820028;Žabovřesky;240.6;0.0;0.0192655713854045;0.04334463597743274;10.701471718413734;-1.0360689275117085
Nejedlého 13;49.2283358;16.6290667;Lesná;297.3;0.6493422795056839;0.5907529359028925;0.4077450075297365;11.006210641862571;-0.7313300040628707
Nejedlého 28;49.2297206;16.6283381;Lesná;298.2;0.7350890797710802;0.5786925495212548;0.4514280362059444;10.213829623353648;-1.5237110225717938
Nejedlého 34;49.2295744;16.6299819;Lesná;301.2;0.5727772012378434;0.5808841481002234;0.441451705003141;10.37008793703951;-1.3674527088859314
Nejedlého 5;49.2263028;16.6268083;Lesná;279.9;0.5591541332863644;0.5596901346412082;0.3880518924951472;11.348202889629386;-0.38933775629605627
Neužilova 6a;49.1698494;16.577817800000002;Bohunice;253.7;0.0;0.032835779692687216;0.10530233161291558;12.746487248990706;1.0089466030652634
Novolíšeňská;49.2073936;16.6841547;Líšeň;338.4;0.0;0.02828668106415212;0.06410693375563438;11.833363003879592;0.09582235795414995
Novoměstská 5a;49.2237097;16.5785839;Řečkovice;282.8;0.08422417918561044;0.06022923563348575;0.10629943541417383;12.093229287090432;0.3556886411649902
Oderská 1a;49.1695461;16.5605467;Lískovec;254.3;0.0;0.008348957416488716;0.06368753341661754;11.870720297514227;0.13317965158878486
Okrouhlá 10a;49.1698683;16.5702272;Bohunice;265.9;0.0;0.033754356252523744;0.04951137731613044;12.795980804977114;1.0584401590516723
Okrouhlá 1a;49.1703089;16.5725364;Bohunice;271.1;0.0;0.03968201648544797;0.06175085694197297;12.580158572186956;0.8426179262615143
Okrouhlá 7a;49.1714469;16.572770000000002;Bohunice;274.0;0.0;0.02796639527570193;0.07403071902646342;12.421885622502005;0.684344976576563
Okrouhlá 30a;49.1722833;16.5733883;Bohunice;275.0;0.0013572238681156268;0.013939305838517949;0.09982750534665204;12.454496129600853;0.7169554836754113
Olbrachtovo náměstí 10a;49.22481060000001;16.5569564;Komín;243.9;0.0;0.08676255668293616;0.1773201995433635;11.716082052075171;-0.021458593850271157
Ondrouškova 1a;49.2182031;16.5169719;Bystrc;292.0;0.0;0.08183160982035312;0.2580417255474079;15.59914506003664;3.8616044141111985
Opálkova 6a;49.22053579999999;16.5301664;Bystrc;246.2;0.0;0.3045455162498582;0.3163214253807273;12.333096574851954;0.5955559289265118
Orlí 30;49.1943214;16.6134303;Střed;208.9;0.0;0.05159008816243247;0.06479936218350932;11.886770338151296;0.14922969222585358
Osová 12;49.1700194;16.567878099999998;Lískovec;268.5;0.0;0.028797666795334763;0.044502342013266784;12.677906293930425;0.9403656480049829
Palackého třída 164;49.2323047;16.5900253;Královo Pole;236.4;0.0;0.0562378904488656;0.10327141005540323;11.320611076324699;-0.4169295696007431
Pálavské náměstí OC-2;49.2090572;16.6612261;Vinohrady;298.9;0.0;0.2224943090923634;0.123003369204145;11.926988369828956;0.1894477239035144
Pastviny 3a;49.219249700000006;16.55958;Komín;219.4;0.0;0.09945241748216077;0.12159286318681707;10.333889116341323;-1.4036515295841188
Pavlovská 5a;49.1892192;16.5303883;Kohoutovice;399.8;0.2809285026941533;0.5790079052250571;0.5048443500323697;11.57950806659819;-0.15803257932725145
Pěkná 44a;49.1301158;16.653949400000002;Chrlice;200.0;0.0;0.0;0.006890798129323151;13.215957364640365;1.4784167187149233
Plevova 1;49.2214211;16.569836900000002;Žabovřesky;263.8;0.0;0.19065067949266234;0.12789328216916948;10.751634289238318;-0.9859063566871242
Plevova 3;49.2201867;16.569284200000002;Žabovřesky;260.3;0.0;0.1377630396357692;0.11971667179222553;10.76246073802892;-0.9750799078965215
Plevova 5;49.2204753;16.5694414;Žabovřesky;259.8;0.0;0.14795319889194286;0.12188833371493155;10.023270912803943;-1.7142697331214993
Plovdivská 1;49.2187978;16.5815144;Žabovřesky;252.7;0.0;0.043638025663893916;0.03643128035419217;11.724909150339432;-0.012631495586010288
Plovdivská 2;49.2186333;16.5805581;Žabovřesky;250.0;0.0;0.03956746350889704;0.050520509767656464;11.866296951289849;0.12875630536440674
Plovdivská 3;49.218435;16.58151;Žabovřesky;251.4;0.0;0.03644986730890677;0.03549632477490563;11.50899777025999;-0.22854287566545217
Plovdivská 4;49.2184358;16.5807242;Žabovřesky;248.9;0.0;0.03619727896923892;0.04653786177430422;11.136639372621492;-0.6009012733039505
Plovdivská 5;49.2182386;16.5816797;Žabovřesky;251.4;0.0;0.03281210815631063;0.03445252831796565;11.598899597930105;-0.13864104799533727
Plovdivská 6;49.2179464;16.5806233;Žabovřesky;245.8;0.0;0.02755436301825001;0.04597634738878993;11.362040400546045;-0.3755002453793974
Plovdivská 7;49.2178964;16.5814328;Žabovřesky;249.3;0.0;0.027350715318226082;0.036613426491775264;9.737905001572868;-1.9996356443525745
Polívkova 12;49.2432561;16.5781006;Řečkovice;282.0;0.0;0.0512542025739577;0.04127796508708398;11.585111460313415;-0.15242918561202679
Polní 13-19;49.1841533;16.5990581;Štýřice;203.0;0.18684037066755405;0.050543907701689886;0.0612342537405164;11.456525347151857;-0.28101529877358544
Poříčí 41;49.1856506;16.600441399999998;Staré Brno;201.8;0.055109563411456106;0.04008704738516105;0.0783567787778639;12.375812675397489;0.6382720294720468
Poštovská 3/5;49.1947794;16.6103747;Střed;223.8;0.0;0.1084823243982826;0.09297943528281537;10.68886560693643;-1.0486750389890123
Poznaňská 1;49.2176367;16.579053299999998;Žabovřesky;239.9;0.0;0.019972035356953768;0.06011074819175868;11.23323130233918;-0.5043093435862627
Poznaňská 2;49.2170533;16.5793408;Žabovřesky;239.7;3.001102471352325e-05;0.015536306861126897;0.05339377859381652;11.301014397905787;-0.4365262480196552
Poznaňská 3;49.2185894;16.5798697;Žabovřesky;246.5;0.0;0.03615063449368364;0.059674240784472865;11.697037365006627;-0.04050328091881461
Poznaňská 4;49.2189639;16.5792811;Žabovřesky;246.4;0.0;0.040755611723629535;0.06697221519889587;10.868010856175008;-0.8695297897504339
Poznaňská 5;49.2183881;16.5797014;Žabovřesky;244.9;0.0;0.03109243290926768;0.05998623038875146;11.94828316675334;0.2107425208278979
Poznaňská 6;49.2187631;16.5791044;Žabovřesky;245.1;0.0;0.03537020426762212;0.06705155420250418;11.283317287326335;-0.4542233585991067
Poznaňská 7;49.2181928;16.579875;Žabovřesky;244.9;0.0;0.028750639168047293;0.0563901017133082;11.88961454041382;0.15207389448837816
Poznaňská 8;49.2185617;16.5789461;Žabovřesky;243.6;0.0;0.0298630217591834;0.06681686432434145;11.453616464201176;-0.2839241817242666
Poznaňská 9;49.2180011;16.5797092;Žabovřesky;244.0;0.0;0.02622102928495312;0.057018193806101986;11.55463387388784;-0.18290677203760275
Pražákova 69;49.175885;16.605527;Štýřice;200.8;0.0;6.32363632261543e-05;0.019562199222369268;10.729277539281929;-1.008263106643513
Prostějovská 20;49.1809825;16.6897094;Slatina;279.8;0.0;0.002495433377583713;0.0055390971220781295;12.636696294586226;0.8991556486607841
Provazníkova 46;49.2164903;16.6286594;Černá Pole;242.4;0.6058661624789837;0.18567399450183225;0.1901407543653645;12.834503408171987;1.0969627622465445
Pšeník 1;49.17308720000001;16.5952856;Štýřice;225.1;0.0;0.046600668134336366;0.08678032784872584;11.189992871317706;-0.547547774607736
Pšeník 9;49.1732503;16.595837799999998;Štýřice;221.6;0.0;0.03090804775089805;0.08649057140565464;11.62855352943452;-0.10898711649092263
Puchýřova 13;49.2040003;16.6848069;Líšeň;320.5;0.0;0.0343336098454914;0.02073456551455476;12.089818381154515;0.35227773522907313
Radnická 1;49.1929308;16.6090383;Střed;225.6;0.0;0.0763927443040469;0.091561940680159;12.711737952781528;0.9741973068560856
Renčova 17a;49.2483239;16.5747011;Řečkovice;304.4;0.05192036777037196;0.01618786675104501;0.06646062510868345;13.968950670914245;2.2314100249888025
Renčova 18a;49.2429258;16.586352800000004;Řečkovice;250.2;0.09580709628890892;0.029576827572870112;0.1653658528205802;12.361864096931718;0.6243234510062763
Renčova 32a;49.2466886;16.5756956;Řečkovice;296.7;0.036302523583725474;0.02087156822761758;0.045501911504370315;11.969927705884686;0.2323870599592439
Renneská třída 38;49.1804814;16.5984561;Štýřice;208.5;0.0;0.04683105097210168;0.05737936799196579;13.768494285879484;2.030953639954042
Renneská třída 44;49.1802433;16.5981447;Štýřice;209.0;0.0;0.04586423189585207;0.06028086719276809;11.592957827956445;-0.1445828179689972
Renneská třída 45;49.17803060000001;16.5977489;Štýřice;209.8;0.14445660819064474;0.03811380448981447;0.06956540786670297;12.549890356254732;0.8123497103292898
Renneská třída 48;49.1797139;16.5976522;Štýřice;210.8;0.0;0.0385418251106951;0.06589869221891594;13.07849912268857;1.3409584767631273
Richtrova 5a;49.1954253;16.5414228;Kohoutovice;346.5;0.0;0.07066460096925334;0.4746786731130821;14.499904560980852;2.76236391505541
Rolnická 1a;49.1659572;16.5782283;Bohunice;235.5;0.0;0.03896125888001077;0.1292786908148689;11.965291074608047;0.22775042868260442
Řezáčova 58a;49.2261092;16.5571417;Komín;249.8;0.0;0.10692593952231083;0.1754169438635692;11.813511270650162;0.07597062472471983
Řezáčova 24a;49.224685;16.5597264;Komín;241.7;0.0;0.20520081790182487;0.15586058435194225;11.190670796868666;-0.546869849056776
Řezáčova 56a;49.2258903;16.5584364;Komín;245.7;0.0;0.1528800269547878;0.1703500717169111;10.784341837007512;-0.9531988089179304
Řípská;49.181837;16.656827;Černovice;241.3;0.0;0.00938663769896517;0.02689239985260624;11.61372706454844;-0.12381358137700182
Sabinova 1;49.2195894;16.5752506;Žabovřesky;242.7;0.0;0.012117175145458431;0.09553512498491763;11.11224200140236;-0.6252986445230828
Sabinova 2;49.21982970000001;16.574485;Žabovřesky;244.1;0.0;0.01360301019785514;0.1020266744461759;11.259413817883125;-0.478126828042317
Sabinova 4;49.2196333;16.5746439;Žabovřesky;242.5;0.0;0.009999174986419104;0.0997404939746218;11.880895859344466;0.14335521341902435
Sabinova 6;49.2193781;16.5744778;Žabovřesky;240.7;0.0;0.00601415225293506;0.09904282786638904;11.452482002701988;-0.2850586432234543
Sedláčkova 12;49.20361810000001;16.6674803;Líšeň;273.2;0.0;0.052339023964830436;0.06967832057531449;11.23557487614911;-0.5019657697763318
Sibiřská 60;49.2487244;16.5756528;Řečkovice;302.7;0.0005836364225983718;0.01848032418252922;0.07352665003975686;11.545174557812665;-0.19236608811277733
Sibiřská 62;49.2425847;16.5806467;Řečkovice;271.4;0.0;0.027628316690021453;0.06594465344796954;11.230731462150995;-0.5068091837744468
Sibiřská 64;49.2420811;16.5806531;Řečkovice;271.5;0.0;0.034991844066614944;0.06822330574206194;12.200637151738546;0.4630965058131036
Sosnová 15b;49.2064853;16.5488158;Jundrov;238.2;0.07061059683089743;0.4605638360290769;0.4576487123994906;13.158062901798012;1.4205222558725694
Šrámkova 2;49.2229;16.6273;Lesná;262.0;0.4889566152583874;0.3991557258400857;0.3400080825907318;11.074086525531118;-0.6634541203943236
Šromova 36a;49.1295667;16.6521514;Chrlice;196.9;0.0;0.0010384403251226448;0.007821144541075112;12.64543328695114;0.9078926410256987
Šromova 45a;49.1300739;16.652634699999997;Chrlice;198.0;0.0;0.0;0.006808340118055912;14.570098370794284;2.832557724868842
Souběžná 11;49.1913711;16.6566542;Juliánov;243.5;0.0;0.1367103831003513;0.0595794225819366;11.45414329707521;-0.28339734885023127
Souběžná 21;49.19075;16.6586225;Juliánov;244.8;0.0;0.14969256487545196;0.06514196652996189;11.999222908436682;0.2616822625112398
Součkova 1a;49.2210939;16.5527925;Komín;217.3;0.0;0.01448035291084164;0.21664342437170755;12.945356525081772;1.20781587915633
Souhrady 11;49.1654575;16.572593599999998;Bohunice;235.6;0.0;0.10733924968347973;0.15320300129827458;12.728241427935536;0.9907007820100944
Sovinec 26;49.1730575;16.5947417;Štýřice;227.2;0.0;0.0678585552393288;0.0868163262271338;12.544960975081334;0.8074203291558923
Spodní 2a;49.1653019;16.5766025;Bohunice;227.2;0.0;0.06817516504347464;0.14611072489845744;13.695733988037489;1.9581933421120468
Starobrněnská 20;49.1925636;16.6062903;Střed;236.7;0.009324781845335445;0.11685954421079232;0.09869395308599196;12.55645277867012;0.8189121327446784
Stavební 9;49.19362720000001;16.623441399999994;Střed;201.8;0.0;0.002528689338164552;0.02084466573251316;14.445870098979588;2.708329453054146
Strnadova 14;49.2051486;16.6693703;Líšeň;280.3;0.0;0.0429523098006175;0.06474566747987312;11.082662741249537;-0.6548779046759048
Strnadova 13;49.20538;16.6683628;Líšeň;279.9;0.0;0.04001548665298167;0.07589714935076597;10.984863848229509;-0.7526767976959334
Svážná 27;49.1749586;16.551457199999998;Kamenný Vrch;270.1;0.5154229515944139;0.12358086392069187;0.09127258671597156;12.165514186104744;0.4279735401793019
Šeříková 46;49.207274700000006;16.5474475;Jundrov;242.3;0.0;0.4904354528176422;0.5191880231240995;12.690824381040445;0.9532837351150025
Šrámkova 14;49.2264525;16.6252514;Lesná;278.8;0.7226992711492606;0.5708781731651131;0.3943109325039256;10.32587266957542;-1.4116679763500226
Synkova 24;49.2051661;16.6754614;Líšeň;287.4;0.1314840305026989;0.05947379942469627;0.029895999139400782;11.635199680665995;-0.10234096525944736
Škrétova 8a;49.2484775;16.5752108;Řečkovice;303.2;0.03521180757358283;0.018210737426958636;0.06969664492643626;11.915620478543044;0.17807983261760185
Štefáčkova 13;49.2086544;16.689990599999998;Líšeň;332.5;0.0;0.003407354147620848;0.12474115948088155;11.655863755866514;-0.08167689005892775
Štouračova 24;49.2154836;16.520293900000002;Bystrc;258.4;0.036088316607126;0.238129814002655;0.3950848092351783;12.275960253994036;0.5384196080685939
Šumavská 21;49.21146829999999;16.5961794;Ponava;234.7;0.014190568742003359;0.049459032079166784;0.06392856690342975;10.17878086124386;-1.5587597846815822
Švermova 11a;49.1686803;16.5711181;Bohunice;255.0;0.0;0.029130553704954574;0.06743517893847248;12.377162849682712;0.6396222037572699
Švermova 14a;49.16931500000001;16.5741225;Bohunice;257.0;0.0;0.04149820095626928;0.08066699720369874;12.912293833953006;1.1747531880275641
Tábor 53;49.214293100000006;16.5935464;Ponava;239.9;0.13652682287395174;0.04427896494811395;0.02364316681995988;11.721717171717234;-0.015823474208207955
Tábor 63;49.2146211;16.5948147;Ponava;237.8;0.004033093934205486;0.042856903373104036;0.02866449201975142;11.260808479644293;-0.476732166281149
Teyschlova 33;49.21557720000001;16.5012853;Bystrc;337.7;0.0;0.1688891349050613;0.12614289884914204;12.085987095606376;0.3484464496809334
Topolky 24;49.2169186;16.574383100000002;Žabovřesky;225.5;0.0;0.008513121431601224;0.07518282504788844;12.596528486435533;0.8589878405100908
Topolky 26;49.2170825;16.5747453;Žabovřesky;228.0;0.0;0.008168429951194031;0.07391323037352103;10.65797062390519;-1.0795700220202527
Třískalova 14;49.2263164;16.6212092;Lesná;266.6;0.4784534604563759;0.4550272866407633;0.35137966163587064;11.323152695370942;-0.4143879505545005
Turgeněvova 18a;49.1891186;16.6451608;Černovice;214.5;0.0;0.02062426088236381;0.026943284315531616;13.081038035628293;1.3434973897028506
U Velké ceny 10a;49.1982231;16.531126399999998;Kohoutovice;389.2;0.61666981625309;0.6354526582562355;0.6457878831298197;11.13363107232514;-0.6039095736003013
Ukrajinská 1a;49.1669975;16.5867917;Bohunice;247.6;0.4389027375800893;0.1476758606526975;0.10720771954715698;13.00363878282999;1.2660981369045476
Ukrajinská 2a;49.8268969;18.1923719;Bohunice;238.0;0.0;0.0;0.0;12.829879648202482;1.0923390022770398
Ukrajinská 5a;49.1684175;16.586780599999994;Bohunice;252.2;0.4297177558607379;0.1742152002870545;0.10742429921381767;13.142331880087946;1.404791234162504
ulice Čoupkových 10a;49.2224144;16.5492022;Komín;229.4;0.0;0.19052467650204832;0.21093477104714103;12.728956955876901;0.9914163099514592
ulice Čoupkových 28a;49.22234279999999;16.5513764;Komín;225.4;0.0;0.08762435790927843;0.20542829890841108;13.316709905883865;1.579169259958423
Ulička 1a;49.1925508;16.5360542;Kohoutovice;354.9;0.0;0.15172368415649146;0.5213867258542315;13.339184567498126;1.601643921572684
Urbánkova 16a;49.2253617;16.5563842;Komín;247.7;0.0;0.07679314726546052;0.17785834800633055;12.853907095377993;1.116366449452551
Uzbecká 13;49.1726658;16.5802017;Bohunice;272.3;0.0;0.10090384463120028;0.13644575936501405;12.485905763480925;0.7483651175554833
V Újezdech 12;49.2447092;16.5715008;Medlánky;261.4;0.0;0.05361963334123904;0.038515034089219836;10.631183164121008;-1.1063574818044337
V Újezdech 18;49.2451353;16.569981900000002;Medlánky;260.4;0.0;0.044413071706233286;0.031060623163730733;11.3242663935874;-0.4132742523380415
Vaculíkova 14;49.2283722;16.623257199999998;Lesná;284.8;0.5758456146735091;0.5697603577732889;0.3901118045535621;12.836964781141155;1.0994241352157132
Valtická 1a;49.2027725;16.6570694;Vinohrady;292.8;0.0;0.06069217479210735;0.1187140442648146;12.465805629766132;0.72826498384069
Vaculíkova 13;49.23025360000001;16.6199769;Lesná;292.5;0.4854407365523698;0.5456897144145301;0.3716233037385668;11.591439165950115;-0.14610147997532685
Valouškova 2a;49.2273642;16.5219242;Bystrc;244.0;0.008307596771624584;0.08585184617516001;0.07262432707952046;11.72777492306952;-0.009765722855922476
Valtická 23;49.2027597;16.6598233;Vinohrady;291.4;0.0;0.03721484608364547;0.12142008817015496;13.190033957058622;1.4524933111331801
Vaňhalova 1a;49.1935383;16.540496100000002;Kohoutovice;350.8;0.0;0.08401780843637993;0.4524767195262256;12.774109069901026;1.0365684239755844
Velkopavlovická 8a;49.2054556;16.6639481;Vinohrady;286.9;0.0;0.02473904214244451;0.1142649963176744;12.485958093353725;0.7484174474282828
Větrná 1a;49.2230011;16.5218772;Bystrc;259.5;0.0;0.011507217444455358;0.12653785892633798;12.226365011690335;0.4888243657648932
Vídeňská;49.1803475;16.593805300000003;Štýřice;217.3;0.1100338464916332;0.048874184408973766;0.092051492994946;12.468957606369548;0.7314169604441059
Vlčnovská 8a;49.2072739;16.6585008;Vinohrady;298.7;0.0;0.1944467874782674;0.12064197148934275;11.51360087685578;-0.22393976906966273
Vlkova 2;49.2049269;16.6684436;Líšeň;278.4;0.0;0.04300566777391507;0.07070266648422127;11.400445094927344;-0.3370955509980984
Vlkova 4;49.2055639;16.671048300000002;Líšeň;292.2;0.0;0.03992336861944885;0.05618534006830162;11.018789613575995;-0.7187510323494468
Vltavská 2a;49.1693611;16.5642508;Lískovec;263.6;0.0;0.029709284229129457;0.06443343152457437;11.347238627669224;-0.390302018256218
Vojtova 1;49.1830131;16.600056900000002;Štýřice;205.7;0.0613245713265944;0.05001521617196188;0.046713738472380674;12.492595357026625;0.7550547111011827
Vondrákova 25a;49.2216031;16.5247992;Bystrc;254.2;0.0;0.056855230153944135;0.19856241469969044;11.36858483906048;-0.3689558068649621
Vondrákova 9a;49.2222078;16.5287375;Bystrc;232.3;0.10690634329953393;0.1376143081092139;0.2387966553546249;12.297903503733547;0.560362857808105
Voroněžská 1;49.2160222;16.5822961;Žabovřesky;245.0;0.08481235545832451;0.014260388006799447;0.04096251768151488;11.136794693758247;-0.6007459521671947
Voroněžská 2;49.2153928;16.5859333;Žabovřesky;248.9;0.08621928431601365;0.015542925918474797;0.044565376074685;11.621367193213539;-0.11617345271190338
Voroněžská 3;49.2151319;16.5846631;Žabovřesky;247.0;0.0;0.012996411317895857;0.046298265735507736;11.312889546892016;-0.4246510990334258
Voroněžská 4;49.215575;16.5852081;Žabovřesky;248.9;0.09999839159955257;0.01462150800308244;0.04351778166122256;11.292415961394436;-0.44512468453100595
Voroněžská 5;49.2157881;16.5843594;Žabovřesky;248.5;0.03221278601691069;0.012810211988969948;0.04194306280919188;11.077457967836313;-0.6600826780891289
Voroněžská 6;49.2159492;16.5854381;Žabovřesky;249.7;0.13911896301213708;0.01411206156826778;0.04073101510346525;11.155888968127798;-0.5816516777976446
Voroněžská 9;49.2154767;16.5836506;Žabovřesky;246.1;6.05176676599921e-05;0.012810211988969948;0.043933367812618765;10.978468060225186;-0.759072585700256
Voříškova 33a;49.200435;16.5328053;Kohoutovice;386.0;0.6565463057509521;0.7305131413894166;0.6817575571433372;10.404330360863373;-1.3332102850620693
Vrázova 59;49.2192733;16.5689461;Žabovřesky;256.1;0.0;0.12385549228716518;0.11031338000524782;10.532709794251444;-1.2048308516739983
Vrbenského 17;49.22614;16.5526831;Komín;260.0;0.0;0.0903281314054773;0.16759592201425422;13.07947698101622;1.3419363350907787
Vsetínská 20;49.1774628;16.5982669;Štýřice;209.4;0.08784951993172918;0.03650469950792496;0.06732402702914625;13.130196017724916;1.3926553717994743
Vychodilova 10;49.2199919;16.5727367;Žabovřesky;242.9;0.0;0.07859588705808097;0.11135001239347674;10.514604618884286;-1.2229360270411558
Vychodilova 11;49.21948;16.5723697;Žabovřesky;242.2;0.0;0.08876836531634573;0.10665518235686708;11.601017674382842;-0.1365229715426004
Vychodilova 12;49.2205689;16.572155300000002;Žabovřesky;246.9;0.0;0.11974535430928418;0.12059808854835555;10.530806582141883;-1.2067340637835589
Vychodilova 13;49.2196844;16.5722089;Žabovřesky;243.7;0.0;0.09743229140738484;0.10914984464442733;11.014414813672886;-0.7231258322525562
Vychodilova 14;49.2210203;16.5713386;Žabovřesky;251.1;0.0;0.14406259155337572;0.12450653829688685;10.220718429014678;-1.5168222169107644
Vychodilova 16;49.2203658;16.571070000000002;Žabovřesky;248.8;0.0;0.13569317616717694;0.11994597677224578;10.672770851454649;-1.0647697944707932
Vychodilova 17;49.2199203;16.5710914;Žabovřesky;247.1;0.0;0.12868347713029685;0.11497633143713062;10.986537831641149;-0.751002814284293
Vychodilova 2;49.2188906;16.5735514;Žabovřesky;236.3;0.0;0.026312109815561188;0.10026787137347558;11.104237679276633;-0.6333029666488095
Vychodilova 4;49.2191439;16.5733272;Žabovřesky;237.6;0.0;0.03910543800145856;0.10175058688339007;11.65493229513523;-0.08260835079021156
Vychodilova 6;49.2191472;16.5739697;Žabovřesky;237.9;0.0;0.01393526911155353;0.10001893482037998;11.278699750674715;-0.45884089525072724
Vychodilova 7;49.2190878;16.572706099999998;Žabovřesky;239.7;0.0;0.06938878124645778;0.10302469142007767;11.664296173557885;-0.07324447236755738
Vychodilova 8;49.2193825;16.5734922;Žabovřesky;239.1;0.0;0.034494386490681;0.1026830716378885;10.898543747332695;-0.8389968985927467
