Adresa;GPS lat;GPS lon;Městská část;vyska;0.001;0.005;0.01;avgtemp;difftemp
Foerstrova 6;49.2168042;16.5777369;Žabovřesky;233.3;0.054660670113355285;0.01023942486466824;0.06209078681018775;11.23569385522063;-0.5018467907048123
Foerstrova 7;49.2162447;16.57702;Žabovřesky;229.5;0.06642780068844979;0.008908651570043532;0.06474245680281103;10.941718980974903;-0.7958216649505392
Foerstrova 8;49.2171347;16.57773;Žabovřesky;234.6;0.03177376144696483;0.010260795573143541;0.06397466736022492;11.87564304361192;0.13810239768647747
Foerstrova 9;49.2164447;16.5771931;Žabovřesky;230.3;0.0643928730296069;0.009078218196793551;0.06389220475761301;11.744417345214556;0.00687669928911383
Fričova 1;49.2203731;16.577755;Žabovřesky;253.8;0.0;0.05379414789143354;0.08261544799425796;10.390619310960801;-1.346921334964641
Fričova 2;49.220180600000006;16.5775869;Žabovřesky;251.2;0.0;0.05176908199700956;0.08140823804082006;11.02034139891129;-0.7171992470141522
Fričova 3;49.220180600000006;16.5775869;Žabovřesky;251.2;0.0;0.05176908199700956;0.08140823804082006;11.360706257828882;-0.3768343880965599
Fričova 4;49.2199858;16.5767536;Žabovřesky;247.6;0.0;0.039940001025439716;0.0865938721978843;12.211604997597261;0.47406435167181904
Fričova 5;49.2199858;16.5774189;Žabovřesky;248.8;0.0;0.047472900135003916;0.08053953776989836;11.603194499219985;-0.13434614670545741
Fričova 6;49.2197844;16.5769161;Žabovřesky;246.0;0.0;0.03769238957620828;0.0825094982486474;11.674612721913972;-0.06292792401147018
Fričova 7;49.219785;16.5775792;Žabovřesky;247.4;0.0;0.045254709442475234;0.07731509020993373;11.543676704730506;-0.19386394119493566
Fryčajova 145a;49.2352164;16.643168900000006;Obřany;243.2;0.0;0.2023423818079976;0.30097450017592;11.410089153330931;-0.3274514925945109
Gabriely Preissové 1;49.2202494;16.573517199999998;Žabovřesky;247.7;0.0;0.04453213253629496;0.11132046374231942;11.17650311460024;-0.5610375313252014
Gabriely Preissové 2;49.2196281;16.573320300000002;Žabovřesky;240.7;0.0;0.04510886162384646;0.10509888276787484;10.701310535476527;-1.0362301104489156
Gabriely Preissové 3;49.22044860000001;16.573683600000006;Žabovřesky;250.6;0.0;0.041384170893655724;0.11275143544478115;11.057869406423896;-0.6796712395015465
Gabriely Preissové 4;49.2197967;16.5738586;Žabovřesky;242.7;0.0;0.025739426506025915;0.10453737116707756;10.49520429924075;-1.2423363466846915
Gabriely Preissové 5;49.2203347;16.5742747;Žabovřesky;248.5;0.0;0.02714594863601908;0.10824495003806456;11.549800484294595;-0.18774016163084717
Gabriely Preissové 6;49.2200239;16.574641399999994;Žabovřesky;245.8;0.0;0.015988344882899203;0.10270124984638036;11.660648582291994;-0.0768920636334478
Gabriely Preissové 7;49.2205353;16.5744383;Žabovřesky;250.5;0.0;0.027117276690584502;0.11038755394760803;11.445315722198483;-0.29222492372695896
Gabriely Preissové 8;49.2200356;16.5757606;Žabovřesky;245.9;0.0;0.02913733112551445;0.09653302149258357;11.282329686807964;-0.455210959117478
Galandauerova 1;49.2304461;16.587556699999997;Královo Pole;247.7;0.0;0.05904428537822747;0.0809082424674244;12.240880602795626;0.5033399568701835
Galandauerova 3;49.2306319;16.5866728;Královo Pole;249.6;0.0;0.055856010236882865;0.07735222062465613;11.22922803498234;-0.5083126109431024
Habřinova 2a;49.2262167;16.5551842;Komín;254.0;0.0;0.040498577182199166;0.17650250703532394;12.156039561883187;0.4184989159577448
Halasovo náměstí 4a;49.2283189;16.6214236;Lesná;282.5;0.5507981671862475;0.5707861846407597;0.3650510558782821;12.111158364889796;0.37361771896435414
Haškova 4;49.2330856;16.6278553;Lesná;314.9;0.456142619505398;0.4652629259810462;0.5085925710640578;13.626560582018929;1.8890199360934865
Herčíkova 17;49.2307203;16.5848722;Královo Pole;254.3;0.1489497141314197;0.05424159075930008;0.06920091124745517;12.388963717777306;0.6514230718518643
Herčíkova 3;49.2307561;16.5825344;Královo Pole;259.6;0.16175061614364042;0.05288895119716653;0.07090929317041494;10.92030289890315;-0.8172377470222916
Heršpická 11c;49.17408;16.603519;Štýřice;205.1;0.0;0.000250612028747979;0.01767760894958733;13.643004325459028;1.905463679533586
Heyrovského 30a;49.2285367;16.5278314;Bystrc;216.4;0.0;0.07303356133446436;0.11855338029334217;11.343193174516102;-0.3943474714093398
Heyrovského 9a;49.2271458;16.528652800000003;Bystrc;216.4;0.0;0.033353064646659485;0.15860856173776994;13.285824460431556;1.5482838145061137
Hodonínská 25;49.17749970000001;16.6228178;Komárov;198.1;0.10187575365662792;0.02041836927586857;0.005750944179075248;13.36885024415678;1.6313095982313381
Hochmanova 8;49.2118408;16.6792244;Líšeň;339.1;0.0;0.03749095897786978;0.1848963790735984;12.028918343694498;0.29137769776905564
Horácké náměstí 1;49.2472886;16.5838092;Řečkovice;261.2;0.32569981520789554;0.05995130823812093;0.10829538716683614;12.084591124962973;0.34705047903753083
Horní 30;49.178645;16.5921439;Štýřice;223.9;0.02832934628616177;0.10904624779300193;0.10416327175774152;11.763808907991418;0.02626826206597599
Hrázka 12;49.2461525;16.5716742;Medlánky;274.0;0.0;0.04232074515299975;0.0348057030153862;10.868205841936474;-0.8693348039889681
Hrázka 20;49.2454631;16.5723222;Medlánky;270.4;0.0;0.04380456465986835;0.03580496686577613;10.73721303099182;-1.0003276149336227
Hrázka 30;49.2449067;16.5730256;Medlánky;267.7;0.0;0.050838831676091885;0.03768946465146357;11.03455067561618;-0.7029899703092628
Hrázka 4;49.2444039;16.5737617;Medlánky;267.3;0.0;0.058096423824655276;0.03934563938215828;11.660278340526832;-0.07726230539861056
Húskova 4;49.1850942;16.6405103;Černovice;206.1;0.0;0.0024410111404599704;0.012063336479701408;11.95900982481667;0.22146917889122797
Chaloupeckého náměstí 1;49.2118917;16.599854999999998;Královo Pole;228.1;0.08563420383866673;0.029294086430405524;0.08051616297555955;11.818025629750517;0.08048498382507496
Chlupova 2;49.21146829999999;16.594720600000002;Královo Pole;239.8;0.06859243451966315;0.051398438148594607;0.04977217557529008;11.423564715496994;-0.3139759304284482
Chlupova 4-6;49.2118064;16.5945914;Královo Pole;240.5;0.2262239922133568;0.04743181935091564;0.04461646015874023;12.333335886633314;0.5957952407078722
Chlupova 5;49.2114033;16.5942183;Královo Pole;241.0;0.08655502963643394;0.05172349064658138;0.0468454096501405;11.435090003829991;-0.3024506420954509
Ibsenova 2;49.8635411;18.5414436;Lesná;237.9;0.0;0.0;0.0;13.299706345245786;1.562165699320344
Irkutská 2a;49.1675425;16.5500519;Lískovec;236.2;0.0;0.011913738489567966;0.06919273101595318;12.76100323659385;1.0234625906684087
Janošíkova 41;49.12884;16.6517494;Chrlice;195.5;0.0;0.002433971578897656;0.008707631169549737;13.686222796047897;1.9486821501224547
Jánská 18;49.1948253;16.6118119;Střed;214.1;0.0;0.06722200449602192;0.07932289324576136;13.421818530229045;1.6842778843036026
Jasanová 26a;49.2044275;16.5556203;Jundrov;225.5;0.27089491086070744;0.3069121765854944;0.2444583073466924;11.52175830524895;-0.21578234067649227
Jasanová 4a;49.2061097;16.553285;Jundrov;224.2;0.005381001488117277;0.2425630770770289;0.2985428198837673;10.86776261333227;-0.8697780325931728
Ječná 38a;49.2497761;16.5856489;Řečkovice;252.9;0.024519830772730143;0.05775751345352785;0.16294924980503175;10.405294316644051;-1.332246329281391
Ježkova 9;49.23002750000001;16.6294517;Lesná;302.5;0.5754361280570467;0.5788212282563671;0.4557892277922614;12.279969532373848;0.5424288864484055
Jihomoravské náměstí 1a;49.178768100000006;16.6841578;Slatina;254.9;0.0;0.0058510902261458475;0.005861013772807024;12.004763814107163;0.26722316818172054
Jílová 29b;49.1791414;16.5937681;Štýřice;218.3;0.04512750908735995;0.07418218235898832;0.0928641540938638;11.78726004619468;0.04971940026923782
Jindřichova 10;49.21385220000001;16.5825142;Žabovřesky;239.4;0.0;0.0236814280661651;0.05283749436925924;11.755312896162266;0.01777225023682405
Jindřichova 12;49.2136544;16.582266699999998;Žabovřesky;238.1;0.0;0.025857920894814816;0.05521712501935107;11.668074025674636;-0.06946662025080563
Jindřichova 14;49.2133161;16.582005300000002;Žabovřesky;236.3;0.0;0.029385295643107268;0.060582463967611924;11.03742669819855;-0.7001139477268925
Jindřichova 16;49.2131103;16.5818422;Žabovřesky;234.9;0.0;0.03318468344231188;0.06433027711098559;11.81357082436192;0.07603017843647741
Jindřichova 18;49.212915;16.581678099999998;Žabovřesky;233.5;0.0;0.034862270845465844;0.06800750659508514;11.61290694767616;-0.12463369824928172
Jindřichova 19;49.2129128;16.5824731;Žabovřesky;237.8;0.0;0.03344320105384403;0.06624486228179034;11.267240252249492;-0.47030039367595045
Jindřichova 21;49.2127225;16.5826394;Žabovřesky;238.3;0.0;0.034550221763882866;0.0688426996105056;11.647265700111607;-0.09027494581383522
Jindřichova 6;49.2145492;16.582585;Žabovřesky;242.7;0.0;0.019067126533890585;0.04671616180355518;11.121956701308171;-0.6155839446172706
Jindřichova 8;49.2143714;16.5827767;Žabovřesky;242.5;0.0;0.01964137329839185;0.0487027385695294;11.567451153676211;-0.17008949224923064
Jírova 10;49.2086522;16.6862644;Líšeň;342.0;0.0;0.020827754327364518;0.10830915167516517;12.320350577169895;0.5828099312444532
Josefská 21;49.1916789;16.6116703;Střed;215.2;0.0;0.03045955650304235;0.06732278900409075;14.527870917724798;2.7903302717993554
Josefy Faimonové 13a;49.2055242;16.6800433;Líšeň;314.1;0.1636945124299037;0.05555572003163453;0.022037029870353872;11.851526209017962;0.11398556309251973
Josefy Faimonové 1a;49.2034483;16.6795;Líšeň;288.5;0.057089870666074835;0.06673880449808828;0.02053790342394197;12.055985996466422;0.3184453505409799
Jožky Jabůrkové 20;49.2235739;16.5527908;Komín;246.9;0.0;0.05297685549894717;0.19610583715820432;13.125631235143233;1.388090589217791
Jurkovičova 1;49.2327547;16.6238878;Lesná;309.8;0.5654690029335965;0.4290805786438845;0.4680791165205093;10.944628076035434;-0.7929125698900084
K Babě 11;49.24442310000001;16.571930300000002;Medlánky;260.5;0.0;0.05970627916209033;0.04108729951835182;9.870926418353658;-1.8666142275717839
K Babě 17;49.2450994;16.5709114;Medlánky;262.6;0.0;0.046727580875169115;0.03499821267462843;11.296244570783127;-0.44129607514231495
K Babě 19;49.2460175;16.5703772;Medlánky;267.4;0.0;0.04149111501237148;0.032028158781362316;11.214539676935386;-0.5230009689900559
K Babě 21;49.2457719;16.5698483;Medlánky;264.8;0.0;0.041572385090892616;0.029501677221057232;10.945130196840177;-0.7924104490852653
K Babě 23;49.2454586;16.5694919;Medlánky;261.7;0.0;0.04075724521990216;0.027867067875572984;11.92795288799424;0.19041224206879726
K Babě 25;49.243998100000006;16.5743872;Medlánky;267.5;0.0;0.05856514401674572;0.040802982421231385;11.171223974429326;-0.5663166714961161
K Babě 9;49.2446386;16.5724033;Medlánky;263.5;0.0;0.056651493938816286;0.04009453376977426;11.565147393411795;-0.1723932525136469
K Rybníku 1;49.2450656;16.5718208;Medlánky;264.6;0.0;0.04866127432674427;0.036170520288637736;10.916313406276029;-0.8212272396494136
K Rybníku 2;49.2441044;16.5715733;Medlánky;258.0;0.055432164243247664;0.06427081801598666;0.04239229302035963;10.063399465921133;-1.674141180004309
Kachlíkova 15a;49.2207753;16.5137986;Bystrc;292.8;0.0;0.0037150564122543704;0.1121560504904745;12.665174678464501;0.9276340325390589
Kamínky 35a;49.1811575;16.5593239;Lískovec;308.1;0.13429133976094826;0.2010225761875805;0.3346962883638639;11.942870649069686;0.205330003144244
Kamínky 5a;49.1785783;16.5581153;Lískovec;306.5;0.0;0.08972280726917538;0.2281079672047384;11.929874159295476;0.19233351337003413
Klímova 1;49.2121192;16.5834592;Žabovřesky;241.4;0.0;0.03323092629104446;0.07568467240875719;12.45263360172176;0.715092955796317
Klímova 3;49.21246110000001;16.5831156;Žabovřesky;240.5;0.0;0.03293127147126797;0.07196133393969192;11.967780728084467;0.2302400821590247
Klusáčkova 5a;49.2122722;16.5950783;Královo Pole;239.2;0.22360155224250333;0.0420180354679507;0.04441433184361905;11.92174001890214;0.18419937297669797
Konrádova 2a;49.2086522;16.6862644;Líšeň;342.0;0.0;0.020827754327364518;0.10830915167516517;10.464484610101763;-1.2730560358236787
Kosmákova 46a;49.2036964;16.640119400000003;Židenice;207.4;0.0;0.0197409457083324;0.059457918973524274;13.079565526928688;1.3420248810032458
Kosmonautů 15a;49.16640579999999;16.563305;Lískovec;244.0;0.0;0.029749980293786307;0.1650710329604886;11.911236579376608;0.17369593345116563
Kotlářská 25;49.2066608;16.599358300000002;Ponava;230.7;0.0;0.08634279719632748;0.10231038410802802;10.571037881454565;-1.1665027644708772
Kounicova 54;49.2112628;16.5936708;Veveří;241.7;0.05517556116653275;0.051345420976848286;0.048205426310711036;12.28058611798947;0.5430454720640281
Kotlanova 10;49.2101678;16.6794728;Líšeň;331.4;0.0;0.01149187156086557;0.12866385823845028;11.353120559126744;-0.38442008679869843
Kremličkova 6a;49.2486225;16.5738981;Řečkovice;307.4;0.0;0.0153826763399392;0.06936095683818047;11.74633366497308;0.008793019047637074
Křídlovická;49.1877081;16.5992519;Staré Brno;202.4;0.0;0.04071851338787292;0.09211234387256848;14.101700569149198;2.364159923223756
Kubánská 1;49.2136294;16.5812036;Žabovřesky;233.8;0.0;0.02873967342156135;0.056970773449919326;11.58841075512691;-0.14912989079853212
Kubánská 2;49.2138383;16.580385800000002;Žabovřesky;231.4;0.0;0.030561366842385043;0.057056524913958774;11.880409637628427;0.14286899170298462
Kubánská 3;49.2134331;16.5810375;Žabovřesky;232.2;0.0;0.032078183838562424;0.059783648991366414;12.224411233624005;0.4868705876985633
Kubánská 4;49.2136458;16.5805475;Žabovřesky;231.3;0.0;0.03196511919903726;0.058332655218253024;11.710699533132232;-0.026841112793210442
Kubánská 5;49.2132347;16.581205800000006;Žabovřesky;232.7;0.0;0.03425876489519503;0.062509711626872;11.897198739624924;0.15965809369948225
Kubánská 6;49.2134436;16.5803744;Žabovřesky;230.6;0.0;0.035085365399709974;0.06123058081253883;11.965352269884393;0.22781162395895116
Kubánská 7;49.2130403;16.5810422;Žabovřesky;231.0;0.0;0.036856996158028885;0.06608448071853773;11.587391162281033;-0.15014948364440883
Kubánská 8;49.21325;16.580554199999998;Žabovřesky;230.0;0.0;0.03673856850851418;0.06300073756261836;11.79597539880836;0.05843475288291877
Kubánská 9;49.2128406;16.5808781;Žabovřesky;230.2;0.0;0.039961843954553766;0.0697834903996787;11.590876410542386;-0.1466642353830565
Kubíčkova 1a;49.2188056;16.518771400000002;Bystrc;284.6;0.0;0.017162190836028216;0.25361940745211864;14.521182870186866;2.783642224261424
Kubíkova 22;49.2017336;16.6791478;Líšeň;287.3;0.0;0.06287845283761932;0.022997231766717058;11.308639760661634;-0.42890088526380765
Kunštátská 11a;49.2459844;16.5865464;Řečkovice;251.8;0.0;0.06956175899757347;0.1601846287434297;12.135953470801956;0.3984128248765142
Kvapilova 1;49.2202694;16.5789378;Žabovřesky;254.7;0.0;0.05738334378843307;0.07517795715794892;10.991816363853907;-0.7457242820715351
Kvapilova 2;49.2203722;16.5783583;Žabovřesky;254.0;0.0;0.05708849276013605;0.0787584962826656;11.182640720819652;-0.55489992510579
Kvapilova 3;49.2201736;16.5781892;Žabovřesky;251.4;0.0;0.055259219730762386;0.07785470639463844;12.134613340647881;0.3970726947224392
Kvapilova 4;49.2199694;16.5783633;Žabovřesky;249.8;0.0;0.053302380616626115;0.07517713287216207;11.635094158405776;-0.10244648751966601
Kvapilova 5;49.2197822;16.5781928;Žabovřesky;248.2;0.0;0.049021078625553535;0.07436506827564245;11.861872702916315;0.12433205699087324
Kvapilova 6;49.2200133;16.5791039;Žabovřesky;253.3;0.0;0.055374378415951976;0.07253615638684786;11.211430289494073;-0.5261103564313689
Kyjevská 3a;49.1690961;16.553285;Lískovec;243.0;0.0;0.01237651364912575;0.06356230874495268;12.456349419364088;0.7188087734386457
Labská 19a;49.1712733;16.5621189;Lískovec;272.2;0.0;0.0075221669936523326;0.03067395174707122;12.55790268909074;0.8203620431652983
Labská 8;49.1729028;16.5632522;Lískovec;285.4;0.0;0.006967984433729231;0.05622793940129471;11.873712173712235;0.13617152778679298
Lány 45;49.16634060000001;16.582617199999998;Bohunice;239.7;0.0;0.0978204687994577;0.11905252601952175;11.810189368096971;0.07264872217152885
Laštůvkova 75a;49.2188278;16.5230872;Bystrc;265.9;0.0;0.10200375416551008;0.3106069723907732;11.362275527991649;-0.37526511793379314
Leitnerova 4;49.1879928;16.6017919;Staré Brno;202.1;0.0;0.06265667626660966;0.08514134938280148;14.920764744962295;3.1832240990368526
Letovická 7a;49.2437597;16.58689;Řečkovice;248.1;0.11012799178892163;0.050484108730660164;0.17280884280492134;11.783481664112337;0.04594101818689467
Libušino údolí 154a;49.1987469;16.546789999999998;Kohoutovice;300.7;0.06739218898566585;0.3040248705725424;0.4192862391753941;11.487814410649385;-0.2497262352760572
Lipská 1;49.218555;16.5776664;Žabovřesky;240.1;0.00728856025980185;0.021744231647554468;0.06853427522494453;11.848063119407476;0.11052247348203359
Lipská 2;49.21886470000001;16.578418900000006;Žabovřesky;243.7;0.0;0.03168558179190717;0.06824744152353307;12.238885575202598;0.5013449292771561
Lipská 3;49.2191825;16.5788897;Žabovřesky;247.2;0.0;0.04273002764799557;0.06850460380480188;11.537370668102687;-0.20016997782275503
Lipská 4;49.2190556;16.5782447;Žabovřesky;244.4;0.0;0.034560564907534765;0.06947344843698744;10.997270103886118;-0.7402705420393243
Lipská 5;49.2189528;16.5776625;Žabovřesky;242.9;5.276426863685214e-05;0.02745791879465413;0.07066717250043689;11.41776982707209;-0.31977081885335146
Lipská 6;49.2186561;16.578259699999997;Žabovřesky;242.3;0.0;0.026794472548154376;0.06771503715151107;11.446552022621107;-0.29098862330433484
Lipská 7;49.2186561;16.578259699999997;Žabovřesky;242.3;0.0;0.026794472548154376;0.06771503715151107;11.290672459533358;-0.44686818639208425
Luční 13;49.2165625;16.5737392;Žabovřesky;223.4;0.0;0.009798102132072323;0.07629206843707795;11.63702557795418;-0.10051506797126208
Luční 15;49.2167539;16.5740256;Žabovřesky;223.9;0.0;0.008406186596186608;0.07630489424458381;11.266953630930688;-0.47058701499475397
Luční 17;49.21631970000001;16.5742978;Žabovřesky;223.0;0.0;0.00986115627898438;0.07157028334518623;12.20169530575034;0.46415465982489756
Luční 19;49.2165183;16.574463899999998;Žabovřesky;224.2;0.0;0.00877383894954247;0.07165138351093119;11.455925227893472;-0.2816154180319703
Luční 21;49.2157;16.576152800000006;Žabovřesky;223.5;0.016405633263156562;0.012767979589073749;0.06892353605836556;11.278959406473437;-0.45858123945200546
